"good","purpose","fico","dti","loan_amnt","income"
"bad","medical",692,9.5,15000,NA
"good","debt_consolidation",772,10.23,20000,65000
"bad","debt_consolidation",702,14.61,25000,70000
"good","debt_consolidation",737,22.86,29550,148616
"good","debt_consolidation",682,14.27,35000,89000
"good","debt_consolidation",752,15.38,25000,50000
"good","debt_consolidation",682,20.48,8400,NA
"good","small_business",727,24.17,25000,140000
"good","debt_consolidation",727,12.65,6500,NA
"bad","debt_consolidation",682,15.46,15000,80400
"good","debt_consolidation",722,14.59,35000,151000
"good","debt_consolidation",717,12.99,10000,NA
"good","vacation_wedding",752,15.68,7000,NA
"good","debt_consolidation",732,24.23,30000,1e+05
"bad","home_improvement",717,9.9,18000,60000
"good","debt_consolidation",782,14.71,15000,NA
"good","vacation_wedding",752,12.09,6000,NA
"good","debt_consolidation",752,9.06,12000,125000
"good","small_business",682,15.7,2800,NA
"good","debt_consolidation",777,12.99,15075,62000
"good","debt_consolidation",697,23.65,13500,65000
"good","debt_consolidation",687,18.11,5750,54000
"good","small_business",707,1.94,16000,52044
"good","debt_consolidation",667,9.79,5000,NA
"good","home_improvement",797,17.04,15000,190000
"good","debt_consolidation",677,24.29,23850,75000
"good","debt_consolidation",707,8.78,35000,290000
"good","small_business",672,15.45,12000,64000
"good","debt_consolidation",737,15.28,7200,NA
"good","major_purchase",727,14.34,6000,66000
"good","major_purchase",722,20.27,11100,27228
"bad","other",702,16.06,4200,NA
"good","debt_consolidation",747,16.82,17500,65000
"good","major_purchase",807,6.57,8400,NA
"good","small_business",792,11.67,34475,1e+05
"bad","debt_consolidation",692,14.92,8000,NA
"good","home_improvement",682,13.56,7200,30000
"good","debt_consolidation",717,13.04,6800,NA
"good","debt_consolidation",722,26.69,15625,46000
"good","other",707,16.9,7000,25000
"good","debt_consolidation",712,20.83,8000,135000
"bad","other",707,18.19,35000,1e+05
"good","other",687,14,4800,51000
"good","home_improvement",722,23.32,20000,78885
"good","other",772,2.32,8400,30000
"good","debt_consolidation",682,12.92,12000,38000
"good","debt_consolidation",702,19.07,10000,NA
"good","debt_consolidation",762,2.95,35000,85000
"good","debt_consolidation",727,17.62,9000,NA
"good","other",787,9.69,12000,NA
"good","debt_consolidation",677,14.96,23000,155142
"good","debt_consolidation",722,8.97,6250,38400
"good","debt_consolidation",727,14.6,7200,60000
"bad","debt_consolidation",782,8.9,12500,NA
"good","major_purchase",722,15.7,5000,NA
"good","major_purchase",737,18.28,6000,31776
"good","debt_consolidation",702,16.51,12000,45000
"bad","debt_consolidation",747,25.18,17000,50000
"bad","debt_consolidation",697,13.44,25000,70000
"good","debt_consolidation",712,19.71,16500,33000
"good","debt_consolidation",792,14.27,5000,76000
"good","home_improvement",792,9.67,35000,1e+05
"bad","debt_consolidation",762,24.3,11500,27600
"good","debt_consolidation",672,4.07,6600,43000
"good","other",732,18.5,7200,72000
"good","other",777,9.49,8000,NA
"good","debt_consolidation",667,13.13,24000,85000
"good","other",682,21.06,2000,NA
"good","debt_consolidation",742,16,7000,48000
"good","debt_consolidation",682,6.14,7200,NA
"good","debt_consolidation",692,1.82,22000,192000
"good","debt_consolidation",757,13.94,18750,75000
"good","debt_consolidation",727,24.15,12500,NA
"good","debt_consolidation",737,19.88,11000,65000
"good","debt_consolidation",727,3.7,7000,36000
"good","other",767,6.01,31500,132000
"good","other",687,8.1,13600,NA
"good","small_business",687,7.48,14400,89000
"bad","debt_consolidation",727,9.16,6000,NA
"good","debt_consolidation",717,21.38,1400,19200
"good","other",702,5.2,3000,NA
"good","other",702,18.51,9100,66000
"good","debt_consolidation",707,13.9,12000,80000
"good","other",687,15.73,3000,65000
"good","home_improvement",727,22.98,21000,72000
"bad","debt_consolidation",712,10.6,10000,24000
"good","major_purchase",682,15.54,6000,NA
"good","debt_consolidation",702,19.12,25000,116000
"good","major_purchase",722,2.42,7200,NA
"good","small_business",792,10.71,25000,55000
"good","other",702,19.31,20000,120000
"good","debt_consolidation",707,10.9,4800,NA
"good","debt_consolidation",707,15.42,10000,NA
"good","debt_consolidation",777,6.53,10000,NA
"good","other",787,4.78,10000,50000
"good","home_improvement",717,13.54,10000,NA
"good","home_improvement",772,8.02,30000,145000
"good","debt_consolidation",707,14.29,18000,114000
"good","debt_consolidation",717,13.48,6650,NA
"good","other",717,14.31,5000,NA
"good","medical",797,3.75,10000,NA
"good","home_improvement",682,24.76,9600,64212
"good","debt_consolidation",687,18.28,20000,117996
"good","debt_consolidation",687,19.18,6000,NA
"good","debt_consolidation",702,17.76,23000,55000
"good","debt_consolidation",687,20.95,6600,NA
"good","debt_consolidation",767,15.29,25000,50000
"good","debt_consolidation",767,8.98,12000,NA
"good","debt_consolidation",667,11.5,16500,75000
"good","debt_consolidation",687,11.25,9600,NA
"good","debt_consolidation",677,7.64,6000,62217
"good","debt_consolidation",687,21.34,20000,51000
"good","home_improvement",697,5.2,4800,163232
"good","home_improvement",767,7.3,15000,95000
"bad","debt_consolidation",677,5.63,15000,94000
"good","debt_consolidation",687,11.73,12000,NA
"bad","other",667,23.78,10375,NA
"good","other",712,17.43,25000,120000
"good","vacation_wedding",712,5.57,2000,16800
"good","debt_consolidation",667,5.35,9600,57000
"good","major_purchase",662,8.87,10000,126000
"good","debt_consolidation",727,17.43,30000,80000
"good","small_business",712,15.12,2000,NA
"good","vacation_wedding",742,14,2200,120000
"good","debt_consolidation",747,19.97,25000,50000
"good","other",772,15.54,5000,NA
"bad","other",752,13.06,21000,53000
"good","debt_consolidation",687,21.2,18250,NA
"good","debt_consolidation",677,20.7,7200,NA
"good","debt_consolidation",732,5.36,12000,135000
"good","debt_consolidation",692,22.81,5000,NA
"good","debt_consolidation",667,20.4,15500,35000
"good","debt_consolidation",672,2.43,8000,70000
"bad","small_business",667,15.63,20000,77000
"good","debt_consolidation",697,13.77,6400,40000
"bad","debt_consolidation",692,14.46,11000,60000
"good","vacation_wedding",762,14.91,6000,NA
"bad","debt_consolidation",752,3.47,5000,18000
"good","debt_consolidation",677,5.35,16000,107000
"good","home_improvement",707,5.33,12000,2e+05
"good","debt_consolidation",672,9.75,8000,67200
"good","debt_consolidation",742,22.42,14400,NA
"good","debt_consolidation",692,19.31,12500,42000
"good","debt_consolidation",737,11.34,5300,NA
"good","home_improvement",782,1.21,15000,85000
"bad","debt_consolidation",747,19.56,12000,41830.08
"good","debt_consolidation",667,12.33,20000,98000
"good","debt_consolidation",727,22.46,35000,139000
"bad","debt_consolidation",662,10.29,5600,40000
"good","debt_consolidation",752,13.8,35000,102000
"bad","debt_consolidation",682,13.17,4000,36000
"good","debt_consolidation",682,17.93,35000,125000
"good","major_purchase",722,13.14,7000,84000
"good","debt_consolidation",722,8.05,2600,175000
"good","debt_consolidation",777,12,12000,NA
"good","debt_consolidation",762,7.79,14000,47580
"good","debt_consolidation",682,17.94,19850,65000
"good","debt_consolidation",722,24.27,9000,NA
"good","other",672,17.66,4500,NA
"good","home_improvement",777,19.47,12700,NA
"good","other",672,7.19,2000,NA
"good","debt_consolidation",672,11.34,7200,NA
"good","debt_consolidation",712,16.8,15000,NA
"good","home_improvement",687,6.39,15000,NA
"good","debt_consolidation",717,9.62,12800,NA
"good","medical",767,16.83,3000,NA
"good","debt_consolidation",687,12.76,1200,58700
"good","debt_consolidation",692,11.26,3825,NA
"good","debt_consolidation",677,16.16,7000,NA
"good","debt_consolidation",722,13.78,19500,70000
"bad","other",707,20.18,1500,NA
"good","major_purchase",792,16.58,7200,NA
"good","major_purchase",687,18.7,5600,100800
"good","debt_consolidation",692,16.94,25000,60000
"good","small_business",682,12.23,35000,150000
"bad","debt_consolidation",692,20.42,14000,NA
"good","debt_consolidation",682,17.99,11000,85000
"bad","debt_consolidation",732,17.63,27400,143500
"good","debt_consolidation",667,23.22,8875,NA
"bad","debt_consolidation",697,11.82,7000,NA
"good","debt_consolidation",717,24.58,5000,NA
"good","debt_consolidation",772,5.01,15000,90000
"good","debt_consolidation",747,25.04,21725,69200
"good","debt_consolidation",717,19.27,23675,96000
"good","debt_consolidation",732,13.98,13600,NA
"good","small_business",687,23.68,8500,NA
"bad","debt_consolidation",717,21.98,20000,53000
"good","small_business",707,3.31,15000,66000
"good","home_improvement",667,8.68,9400,144000
"good","debt_consolidation",662,5.93,2300,NA
"bad","debt_consolidation",672,9.5,3600,NA
"good","other",807,8.2,15000,64000
"good","home_improvement",757,4.06,20000,55000
"good","other",707,11.44,5000,120000
"good","home_improvement",767,10.94,17000,82882
"good","other",782,20.09,14300,NA
"good","other",747,23.68,15000,33804
"good","debt_consolidation",757,12.26,20000,1e+05
"good","debt_consolidation",717,20.02,21000,117000
"good","debt_consolidation",697,24.61,4800,41000
"good","debt_consolidation",682,20.52,14400,78000
"good","debt_consolidation",692,9.76,7200,46700
"good","debt_consolidation",732,11.24,15000,NA
"good","other",712,9.19,4800,NA
"bad","debt_consolidation",732,28.63,15350,38400
"good","major_purchase",727,3.96,6500,28800
"good","debt_consolidation",782,6.32,6000,52000
"good","major_purchase",702,20.92,2800,15600
"good","debt_consolidation",742,5.42,12000,120000
"good","other",737,16.03,12000,50000
"bad","debt_consolidation",747,18.45,19425,38702.78
"good","debt_consolidation",712,7.92,21000,2e+05
"good","debt_consolidation",717,13.42,6900,NA
"good","other",722,24.04,15000,NA
"good","debt_consolidation",682,13.5,4500,NA
"good","debt_consolidation",697,13.25,32000,112000
"good","debt_consolidation",677,23.38,9000,33000
"good","small_business",722,19.87,9825,50000
"good","debt_consolidation",702,15.06,10625,NA
"good","debt_consolidation",722,11.47,12000,25000
"good","debt_consolidation",737,16.64,35000,83000
"good","other",727,16.49,35000,65000
"bad","debt_consolidation",742,21.69,7000,NA
"good","debt_consolidation",697,23.71,8000,42000
"good","other",732,20.75,16200,55000
"good","other",752,10.88,16000,30000
"good","small_business",752,22.06,3000,NA
"good","major_purchase",732,2.5,4000,19200
"good","debt_consolidation",667,9.23,14400,NA
"good","debt_consolidation",747,2.92,12000,39900
"good","major_purchase",667,20.97,12000,NA
"good","small_business",682,15.33,30000,70000
"good","debt_consolidation",722,6.71,14000,NA
"good","small_business",662,22.62,18000,98900
"bad","debt_consolidation",722,1.11,5000,NA
"good","other",797,2.63,15000,62000
"good","vacation_wedding",722,15.63,3000,NA
"good","home_improvement",692,6.89,14000,70000
"good","other",682,16.59,3000,NA
"good","debt_consolidation",762,19.87,35000,75000
"good","debt_consolidation",742,19.9,30000,66936
"good","other",697,3.55,10000,50000
"good","debt_consolidation",717,9.11,10000,64125
"good","debt_consolidation",757,21.23,11100,85356
"good","debt_consolidation",697,15.46,2600,NA
"good","debt_consolidation",722,3.81,21000,285000
"good","major_purchase",712,23.77,2200,32004
"good","debt_consolidation",662,12.16,15000,183000
"good","debt_consolidation",682,19,3800,NA
"good","other",732,12.54,3000,NA
"good","debt_consolidation",742,20.58,30000,75000
"good","debt_consolidation",772,21.9,35000,240000
"bad","major_purchase",667,10.74,10400,27600
"good","debt_consolidation",662,5.4,30000,725000
"good","debt_consolidation",682,19.12,16000,NA
"good","small_business",752,9.33,7500,NA
"good","home_improvement",707,11.75,10200,126000
"good","home_improvement",672,13.57,4000,NA
"good","debt_consolidation",797,24.73,17000,44004
"good","other",722,2.12,30000,68000
"bad","home_improvement",727,21.02,11000,29232
"good","home_improvement",787,7.68,10000,NA
"bad","small_business",682,1.64,12000,51300
"good","major_purchase",787,2.55,12000,41000
"good","debt_consolidation",742,26.34,4000,50000
"good","debt_consolidation",667,16.27,35000,125000
"good","debt_consolidation",687,15.44,5200,NA
"good","debt_consolidation",752,9.04,11650,NA
"good","debt_consolidation",742,29.48,9250,92700
"good","major_purchase",692,16.83,12000,NA
"good","debt_consolidation",667,8.78,12000,245000
"bad","debt_consolidation",687,4.01,24000,115000
"good","major_purchase",677,1,3600,NA
"good","small_business",692,8.34,16000,45336
"good","debt_consolidation",722,26.76,10375,30000
"good","debt_consolidation",687,14,2000,16200
"good","debt_consolidation",677,23.93,18875,53700
"good","debt_consolidation",757,19.27,6400,NA
"good","debt_consolidation",662,12.1,16000,96000
"good","vacation_wedding",702,18.16,11600,69000
"good","debt_consolidation",737,16.65,7500,NA
"good","debt_consolidation",702,13.8,11000,NA
"good","debt_consolidation",722,5.25,7200,NA
"good","debt_consolidation",662,20.18,6000,NA
"good","debt_consolidation",742,19.49,11000,NA
"good","other",707,16.7,29175,58000
"good","debt_consolidation",662,4.6,10000,85000
"bad","other",747,8.02,12000,70008
"good","major_purchase",772,9.14,17000,41640
"good","debt_consolidation",732,10.74,3950,NA
"bad","debt_consolidation",682,16.81,35000,158000
"good","debt_consolidation",732,18.05,8000,NA
"good","other",707,16.89,4500,NA
"good","debt_consolidation",712,20.98,30000,60000
"bad","debt_consolidation",697,12.9,14000,60000
"good","debt_consolidation",757,12.54,18000,80000
"good","home_improvement",687,3.15,6950,24780
"good","debt_consolidation",732,21.53,18000,51000
"good","home_improvement",747,13.31,12000,31200
"good","debt_consolidation",682,10.28,15000,135000
"good","debt_consolidation",697,21.9,2000,34800
"good","debt_consolidation",737,17.48,4000,NA
"good","home_improvement",672,20.34,2000,NA
"good","medical",762,16.26,10500,NA
"good","debt_consolidation",662,23.34,2050,35380
"good","debt_consolidation",662,11.87,7500,66000
"good","debt_consolidation",727,12.96,8400,27600
"good","debt_consolidation",702,11.16,7200,51600
"good","debt_consolidation",762,4.23,6800,NA
"good","medical",757,12.09,12500,NA
"good","debt_consolidation",677,3.88,5000,30000
"bad","other",722,17.44,2600,NA
"good","other",672,17.95,5000,NA
"good","major_purchase",797,0.7,15000,75000
"good","debt_consolidation",697,8.93,6000,39500
"good","debt_consolidation",762,3.51,19950,65000
"good","debt_consolidation",697,15.86,30000,215004
"good","other",687,11.2,2000,42000
"good","debt_consolidation",682,20.59,12750,NA
"good","other",752,7.92,6400,90000
"bad","debt_consolidation",747,23.13,5000,NA
"good","debt_consolidation",737,10.98,18000,75000
"good","debt_consolidation",692,11.74,20000,68808
"bad","debt_consolidation",662,19.83,14000,44000
"good","debt_consolidation",752,11.4,35000,120000
"good","home_improvement",702,12.12,7500,NA
"good","home_improvement",747,4.17,13800,48000
"bad","debt_consolidation",687,24.18,10700,60000
"good","debt_consolidation",722,16.09,10000,NA
"good","debt_consolidation",747,24.74,20000,39000
"good","debt_consolidation",772,10.28,11500,34100
"good","debt_consolidation",702,13.58,10000,60000
"bad","debt_consolidation",677,19.15,5000,NA
"good","home_improvement",747,8.35,18800,73000
"good","home_improvement",747,5.22,12000,NA
"bad","debt_consolidation",672,9.48,4000,NA
"bad","small_business",712,19.76,20000,40000
"good","small_business",772,3.4,15000,30000
"good","debt_consolidation",732,12.03,28000,150000
"good","home_improvement",742,18.52,10000,78000
"good","debt_consolidation",712,9.18,5000,NA
"good","debt_consolidation",767,5.65,5000,65000
"good","debt_consolidation",682,14.4,12000,160000
"good","debt_consolidation",712,15.71,12600,65000
"good","debt_consolidation",767,14.12,35000,1e+05
"good","debt_consolidation",762,15.62,7000,NA
